From	Entry	Reviewed	Protein names	Gene Names	Length	Entry Name
MGAT4B	Q9UQ53	reviewed	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVb) (GlcNAc-T IVb) (GnT-IVb) (N-acetylglucosaminyltransferase IVb) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVb)	MGAT4B UNQ906/PRO1927	548	MGT4B_HUMAN
SQSTM1	Q13501	reviewed	Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62) (p62)	SQSTM1 ORCA OSIL	440	SQSTM_HUMAN
MRNIP	Q6NTE8	reviewed	MRN complex-interacting protein (MRN-interacting protein)	MRNIP C5orf45	343	MRNIP_HUMAN
TBC1D9B	Q66K14	reviewed	TBC1 domain family member 9B	TBC1D9B KIAA0676	1250	TBC9B_HUMAN
RNF130	Q86XS8	reviewed	E3 ubiquitin-protein ligase RNF130 (EC 2.3.2.27) (Goliath homolog) (H-Goliath) (RING finger protein 130) (RING-type E3 ubiquitin transferase RNF130)	RNF130	419	GOLI_HUMAN
RASGEF1C	Q8N431	reviewed	Ras-GEF domain-containing family member 1C	RASGEF1C	466	RGF1C_HUMAN
GFPT2	O94808	reviewed	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 2) (Glutamine:fructose-6-phosphate amidotransferase 2) (GFAT 2) (GFAT2) (Hexosephosphate aminotransferase 2)	GFPT2	682	GFPT2_HUMAN
CNOT6	Q9ULM6	reviewed	CCR4-NOT transcription complex subunit 6 (EC 3.1.13.4) (CCR4 carbon catabolite repression 4-like) (Carbon catabolite repressor protein 4 homolog) (Cytoplasmic deadenylase)	CNOT6 CCR4 CCR4a KIAA1194	557	CNOT6_HUMAN
FLT4	P35916	reviewed	Vascular endothelial growth factor receptor 3 (VEGFR-3) (EC 2.7.10.1) (Fms-like tyrosine kinase 4) (FLT-4) (Tyrosine-protein kinase receptor FLT4)	FLT4 VEGFR3	1363	VGFR3_HUMAN
OR2Y1	Q8NGV0	reviewed	Olfactory receptor 2Y1 (Olfactory receptor OR5-2)	OR2Y1	311	OR2Y1_HUMAN
MGAT1	P26572	reviewed	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.101) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I) (GNT-I) (GlcNAc-T I)	MGAT1 GGNT1 GLCT1 GLYT1 MGAT	445	MGAT1_HUMAN
ZFP62	Q8NB50	reviewed	Zinc finger protein 62 homolog (Zfp-62)	ZFP62	900	ZFP62_HUMAN
BTNL8	Q6UX41	reviewed	Butyrophilin-like protein 8	BTNL8 UNQ702/PRO1347	500	BTNL8_HUMAN
BTNL3	Q6UXE8	reviewed	Butyrophilin-like protein 3 (Butyrophilin-like receptor)	BTNL3 BTNLR COLF4100 UNQ744/PRO1472	466	BTNL3_HUMAN
BTNL9	Q6UXG8	reviewed	Butyrophilin-like protein 9	BTNL9 UNQ1900/PRO4346	535	BTNL9_HUMAN
OR2V1	Q8NHB1	reviewed	Olfactory receptor 2V1	OR2V1	315	OR2V1_HUMAN
TRIM7	Q9C029	reviewed	E3 ubiquitin-protein ligase TRIM7 (EC 2.3.2.27) (Glycogenin-interacting protein) (RING finger protein 90) (Tripartite motif-containing protein 7)	TRIM7 GNIP RNF90	511	TRIM7_HUMAN
TRIM41	Q8WV44	reviewed	E3 ubiquitin-protein ligase TRIM41 (EC 2.3.2.27) (RING finger-interacting protein with C kinase) (RINCK) (Tripartite motif-containing protein 41)	TRIM41 RINCK	630	TRI41_HUMAN
RACK1	P63244	reviewed	Small ribosomal subunit protein RACK1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Receptor of activated protein C kinase 1) [Cleaved into: Small ribosomal subunit protein RACK1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed) (Receptor of activated protein C kinase 1, N-terminally processed)]	RACK1 GNB2L1 HLC7 PIG21	317	RACK1_HUMAN
TRIM52	Q96A61	reviewed	E3 ubiquitin-protein ligase TRIM52 (EC 2.3.2.27) (RING finger protein 102) (Tripartite motif-containing protein 52)	TRIM52 RNF102	297	TRI52_HUMAN
DUSP22	Q9NRW4	reviewed	Dual specificity protein phosphatase 22 (EC 3.1.3.16) (EC 3.1.3.48) (JNK pathway associated phosphatase) (JKAP) (JNK-stimulatory phosphatase-1) (JSP-1) (Low molecular weight dual specificity phosphatase 2) (LMW-DSP2) (Mitogen-activated protein kinase phosphatase x) (MAP kinase phosphatase x) (MKP-x)	DUSP22 JSP1 LMWDSP2 MKPX	184	DUS22_HUMAN
IRF4	Q15306	reviewed	Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (Multiple myeloma oncogene 1) (NF-EM5)	IRF4 MUM1	451	IRF4_HUMAN
EXOC2	Q96KP1	reviewed	Exocyst complex component 2 (Exocyst complex component Sec5)	EXOC2 SEC5 SEC5L1	924	EXOC2_HUMAN
HUS1B	Q8NHY5	reviewed	Checkpoint protein HUS1B (hHUS1B)	HUS1B	278	HUS1B_HUMAN
FOXQ1	Q9C009	reviewed	Forkhead box protein Q1 (HNF-3/forkhead-like protein 1) (HFH-1) (Hepatocyte nuclear factor 3 forkhead homolog 1)	FOXQ1 HFH1	403	FOXQ1_HUMAN
FOXF2	Q12947	reviewed	Forkhead box protein F2 (Forkhead-related activator 2) (FREAC-2) (Forkhead-related protein FKHL6) (Forkhead-related transcription factor 2)	FOXF2 FKHL6 FREAC2	444	FOXF2_HUMAN
FOXC1	Q12948	reviewed	Forkhead box protein C1 (Forkhead-related protein FKHL7) (Forkhead-related transcription factor 3) (FREAC-3)	FOXC1 FKHL7 FREAC3	553	FOXC1_HUMAN
GMDS	O60547	reviewed	GDP-mannose 4,6 dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase) (GMD)	GMDS	372	GMDS_HUMAN
WRNIP1	Q96S55	reviewed	ATPase WRNIP1 (EC 3.6.1.-) (Werner helicase-interacting protein 1)	WRNIP1 WHIP	665	WRIP1_HUMAN
SERPINB1	P30740	reviewed	Leukocyte elastase inhibitor (LEI) (Monocyte/neutrophil elastase inhibitor) (EI) (M/NEI) (Peptidase inhibitor 2) (PI-2) (Serpin B1)	SERPINB1 ELANH2 MNEI PI2	379	ILEU_HUMAN
SERPINB6	P35237	reviewed	Serpin B6 (Cytoplasmic antiproteinase) (CAP) (Peptidase inhibitor 6) (PI-6) (Placental thrombin inhibitor)	SERPINB6 PI6 PTI	376	SPB6_HUMAN
NQO2	P16083	reviewed	Ribosyldihydronicotinamide dehydrogenase [quinone] (EC 1.10.5.1) (NRH dehydrogenase [quinone] 2) (NRH:quinone oxidoreductase 2) (Quinone reductase 2) (QR2)	NQO2 NMOR2	231	NQO2_HUMAN
RIPK1	Q13546	reviewed	Receptor-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (Cell death protein RIP) (Receptor-interacting protein 1) (RIP-1)	RIPK1 RIP RIP1	671	RIPK1_HUMAN
BPHL	Q86WA6	reviewed	Serine hydrolase BPHL (EC 3.1.-.-) (Biphenyl hydrolase-like protein) (Biphenyl hydrolase-related protein) (Bph-rp) (Breast epithelial mucin-associated antigen) (MCNAA) (L-homocysteine-thiolactonase BPHL) (Valacyclovir hydrolase) (VACVase) (Valacyclovirase)	BPHL MCNAA	291	BPHL_HUMAN
SLC22A23	A1A5C7	reviewed	Solute carrier family 22 member 23	SLC22A23 C6orf85	686	S22AN_HUMAN
PXDC1	Q5TGL8	reviewed	PX domain-containing protein 1	PXDC1 C6orf145	231	PXDC1_HUMAN
FAM50B	Q9Y247	reviewed	Protein FAM50B (Protein XAP-5-like)	FAM50B X5L	325	FA50B_HUMAN
PRP4K	Q13523	reviewed	Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 kinase) (PRP4 pre-mRNA-processing factor 4 homolog)	PRP4K KIAA0536 PRP4 PRP4B PRP4H PRPF4K	1007	PRP4K_HUMAN
FAM217A	Q8IXS0	reviewed	Protein FAM217A	FAM217A C6orf146	508	F217A_HUMAN
ECI2	O75521	reviewed	Enoyl-CoA delta isomerase 2 (EC 5.3.3.8) (DRS-1) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Diazepam-binding inhibitor-related protein 1) (DBI-related protein 1) (Dodecenoyl-CoA isomerase) (Hepatocellular carcinoma-associated antigen 88) (Peroxisomal 3,2-trans-enoyl-CoA isomerase) (pECI) (Renal carcinoma antigen NY-REN-1)	ECI2 DRS1 HCA88 PECI	394	ECI2_HUMAN
CDYL	Q9Y232	reviewed	Chromodomain Y-like protein (CDY-like) (Crotonyl-CoA hydratase) (EC 4.2.1.-)	CDYL CDYL1	598	CDYL_HUMAN
RPP40	O75818	reviewed	Ribonuclease P protein subunit p40 (RNaseP protein p40) (RNase P subunit 1)	RPP40 RNASEP1	363	RPP40_HUMAN
PPP1R3G	B7ZBB8	reviewed	Protein phosphatase 1 regulatory subunit 3G	PPP1R3G	358	PP13G_HUMAN
LYRM4	Q9HD34	reviewed	LYR motif-containing protein 4	LYRM4 C6orf149 ISD11 CGI-203	91	LYRM4_HUMAN
FARS2	O95363	reviewed	Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)	FARS2 FARS1 HSPC320	451	SYFM_HUMAN
NRN1	Q9NPD7	reviewed	Neuritin	NRN1 NRN	142	NRN1_HUMAN
F13A1	P00488	reviewed	Coagulation factor XIII A chain (Coagulation factor XIIIa) (EC 2.3.2.13) (Protein-glutamine gamma-glutamyltransferase A chain) (Transglutaminase A chain)	F13A1 F13A	732	F13A_HUMAN
LY86	O95711	reviewed	Lymphocyte antigen 86 (Ly-86) (Protein MD-1)	LY86 MD1	162	LY86_HUMAN
RREB1	Q92766	reviewed	Ras-responsive element-binding protein 1 (RREB-1) (Finger protein in nuclear bodies) (Raf-responsive zinc finger protein LZ321) (Zinc finger motif enhancer-binding protein 1) (Zep-1)	RREB1 FINB	1687	RREB1_HUMAN
SSR1	P43307	reviewed	Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha)	SSR1 TRAPA PSEC0262	286	SSRA_HUMAN
CAGE1	Q8TC20	reviewed	Cancer-associated gene 1 protein (CAGE-1) (Cancer/testis antigen 3) (CT3)	CAGE1 CTAG3	777	CAGE1_HUMAN
RIOK1	Q9BRS2	reviewed	Serine/threonine-protein kinase RIO1 (EC 2.7.11.1) (EC 3.6.1.-) (RIO kinase 1)	RIOK1 RIO1	568	RIOK1_HUMAN
DSP	P15924	reviewed	Desmoplakin (DP) (250/210 kDa paraneoplastic pemphigus antigen)	DSP	2871	DESP_HUMAN
SNRNP48	Q6IEG0	reviewed	U11/U12 small nuclear ribonucleoprotein 48 kDa protein (U11/U12 snRNP 48 kDa protein) (U11/U12-48K)	SNRNP48 C6orf151	339	SNR48_HUMAN
BMP6	P22004	reviewed	Bone morphogenetic protein 6 (BMP-6) (VG-1-related protein) (VG-1-R) (VGR-1)	BMP6 VGR	513	BMP6_HUMAN
TXNDC5	Q8NBS9	reviewed	Thioredoxin domain-containing protein 5 (EC 1.8.4.-) (EC 5.3.4.1) (Endoplasmic reticulum resident protein 46) (ER protein 46) (ERp46) (Thioredoxin-like protein p46)	TXNDC5 TLP46 UNQ364/PRO700	432	TXND5_HUMAN
BLOC1S5	Q8TDH9	reviewed	Biogenesis of lysosome-related organelles complex 1 subunit 5 (BLOC-1 subunit 5) (Protein Muted homolog)	BLOC1S5 MUTED	187	BL1S5_HUMAN
SLC35B3	Q9H1N7	reviewed	Adenosine 3'-phospho 5'-phosphosulfate transporter 2 (3'-phosphoadenosine 5'-phosphosulfate transporter) (PAPS transporter 2) (Solute carrier family 35 member B3)	SLC35B3 C6orf196 PAPST2 CGI-19	401	S35B3_HUMAN
TFAP2A	P05549	reviewed	Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2)	TFAP2A AP2TF TFAP2	437	AP2A_HUMAN
GCNT2	Q8N0V5	reviewed	N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase (N-acetylglucosaminyltransferase) (EC 2.4.1.150) (I-branching enzyme) (IGNT)	GCNT2 GCNT5 II NACGT1	402	GNT2A_HUMAN
C6orf52	Q5T4I8	reviewed	Putative uncharacterized protein C6orf52	C6orf52	152	CF052_HUMAN
PAK1IP1	Q9NWT1	reviewed	p21-activated protein kinase-interacting protein 1 (PAK/PLC-interacting protein 1) (hPIP1) (PAK1-interacting protein 1) (WD repeat-containing protein 84)	PAK1IP1 PIP1 WDR84	392	PK1IP_HUMAN
TMEM14B	Q9NUH8	reviewed	Transmembrane protein 14B	TMEM14B	114	TM14B_HUMAN
MAK	P20794	reviewed	Serine/threonine-protein kinase MAK (EC 2.7.11.1) (Male germ cell-associated kinase)	MAK	623	MAK_HUMAN
MAK	Q96L96	reviewed	Alpha-protein kinase 3 (EC 2.7.11.1) (Muscle alpha-protein kinase)	ALPK3 KIAA1330 MAK	1705	ALPK3_HUMAN
GCM2	O75603	reviewed	Chorion-specific transcription factor GCMb (hGCMb) (GCM motif protein 2) (Glial cells missing homolog 2)	GCM2 GCMB	506	GCM2_HUMAN
SYCP2L	Q5T4T6	reviewed	Synaptonemal complex protein 2-like (SCP-2-like) (145 kDa nucleolar protein homolog) (hsNO145)	SYCP2L C6orf177 NO145	812	SYC2L_HUMAN
ELOVL2	Q9NXB9	reviewed	Very long chain fatty acid elongase 2 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL2) (ELOVL fatty acid elongase 2) (ELOVL FA elongase 2) (Elongation of very long chain fatty acids protein 2) (Very long chain 3-ketoacyl-CoA synthase 2) (Very long chain 3-oxoacyl-CoA synthase 2)	ELOVL2 ELG3 SSC2	296	ELOV2_HUMAN
ELOVL2	Q9NYP7	reviewed	Very long chain fatty acid elongase 5 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL5) (ELOVL fatty acid elongase 5) (ELOVL FA elongase 5) (Elongation of very long chain fatty acids protein 5) (Fatty acid elongase 1) (hELO1) (Very long chain 3-ketoacyl-CoA synthase 5) (Very long chain 3-oxoacyl-CoA synthase 5)	ELOVL5 ELOVL2 PRO0530	299	ELOV5_HUMAN
SMIM13	P0DJ93	reviewed	Small integral membrane protein 13	SMIM13 C6orf228	91	SIM13_HUMAN
ERVFRD-1	P60508	reviewed	Syncytin-2 (Endogenous retrovirus group FRD member 1) (Envelope polyprotein) (HERV-FRD) (HERV-FRD_6p24.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]	ERVFRD-1 ERVFRDE1 UNQ6191/PRO20218	538	SYCY2_HUMAN
NEDD9	Q14511	reviewed	Enhancer of filamentation 1 (hEF1) (CRK-associated substrate-related protein) (CAS-L) (CasL) (Cas scaffolding protein family member 2) (CASS2) (Neural precursor cell expressed developmentally down-regulated protein 9) (NEDD-9) (Renal carcinoma antigen NY-REN-12) (p105) [Cleaved into: Enhancer of filamentation 1 p55]	NEDD9 CASL	834	CASL_HUMAN
ADTRP	Q96IZ2	reviewed	Androgen-dependent TFPI-regulating protein (Fatty acid esters of hydroxy fatty acids hydrolase ADTRP) (FAHFA hydrolase ADTRP) (EC 3.1.-.-)	ADTRP C6orf105	230	ADTRP_HUMAN
HIVEP1	P15822	reviewed	Zinc finger protein 40 (Cirhin interaction protein) (CIRIP) (Gate keeper of apoptosis-activating protein) (GAAP) (Human immunodeficiency virus type I enhancer-binding protein 1) (HIV-EP1) (Major histocompatibility complex-binding protein 1) (MBP-1) (Positive regulatory domain II-binding factor 1) (PRDII-BF1)	HIVEP1 ZNF40	2718	ZEP1_HUMAN
EDN1	P05305	reviewed	Endothelin-1 (Preproendothelin-1) (PPET1) [Cleaved into: Endothelin-1 (ET-1); Big endothelin-1]	EDN1	212	EDN1_HUMAN
PHACTR1	Q9C0D0	reviewed	Phosphatase and actin regulator 1	PHACTR1 KIAA1733 RPEL1	580	PHAR1_HUMAN
TBC1D7	Q9P0N9	reviewed	TBC1 domain family member 7 (Cell migration-inducing protein 23)	TBC1D7 TBC7 HSPC239	293	TBCD7_HUMAN
GFOD1	Q9NXC2	reviewed	Glucose-fructose oxidoreductase domain-containing protein 1 (Gfo/Idh/MocA-like oxidoreductase domain-containing protein 1)	GFOD1 C6orf114	390	GFOD1_HUMAN
SIRT5	Q9NXA8	reviewed	NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)	SIRT5 SIR2L5	310	SIR5_HUMAN
NOL7	Q9UMY1	reviewed	U3 small nucleolar RNA-associated protein NOL7 (U3 snoRNA-associated protein NOL7) (Nucleolar protein 7) (Nucleolar protein of 27 kDa)	NOL7 C6orf90 NOP27	257	UTP16_HUMAN
RANBP9	Q96P70	reviewed	Importin-9 (Imp9) (Ran-binding protein 9) (RanBP9)	IPO9 IMP9 KIAA1192 RANBP9 HSPC273	1041	IPO9_HUMAN
RANBP9	Q96S59	reviewed	Ran-binding protein 9 (RanBP9) (BPM-L) (BPM90) (Ran-binding protein M) (RanBPM) (RanBP7)	RANBP9 RANBPM	729	RANB9_HUMAN
MCUR1	Q96AQ8	reviewed	Mitochondrial calcium uniporter regulator 1 (MCU regulator 1) (Coiled-coil domain-containing protein 90A, mitochondrial)	MCUR1 C6orf79 CCDC90A	359	MCUR1_HUMAN
RNF182	Q8N6D2	reviewed	E3 ubiquitin-protein ligase RNF182 (EC 2.3.2.27) (RING finger protein 182) (RING-type E3 ubiquitin transferase RNF182)	RNF182	247	RN182_HUMAN
CD83	Q01151	reviewed	CD83 antigen (hCD83) (B-cell activation protein) (Cell surface protein HB15) (CD antigen CD83)	CD83	205	CD83_HUMAN
JARID2	Q92833	reviewed	Protein Jumonji (Jumonji/ARID domain-containing protein 2)	JARID2 JMJ	1246	JARD2_HUMAN
DTNBP1	Q96EV8	reviewed	Dysbindin (Biogenesis of lysosome-related organelles complex 1 subunit 8) (BLOC-1 subunit 8) (Dysbindin-1) (Dystrobrevin-binding protein 1) (Hermansky-Pudlak syndrome 7 protein) (HPS7 protein)	DTNBP1 BLOC1S8 My031	351	DTBP1_HUMAN
MYLIP	Q8WY64	reviewed	E3 ubiquitin-protein ligase MYLIP (EC 2.3.2.27) (Inducible degrader of the LDL-receptor) (Idol) (Myosin regulatory light chain interacting protein) (MIR) (RING-type E3 ubiquitin transferase MYLIP)	MYLIP BZF1 IDOL BM-023 PP5242	445	MYLIP_HUMAN
GMPR	P36959	reviewed	GMP reductase 1 (GMPR 1) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 1) (Guanosine monophosphate reductase 1)	GMPR GMPR1	345	GMPR1_HUMAN
ATXN1	P54253	reviewed	Ataxin-1 (Spinocerebellar ataxia type 1 protein)	ATXN1 ATX1 SCA1	815	ATX1_HUMAN
STMND1	H3BQB6	reviewed	Stathmin domain-containing protein 1	STMND1	276	STMD1_HUMAN
RBM24	Q9BX46	reviewed	RNA-binding protein 24 (RNA-binding motif protein 24) (RNA-binding region-containing protein 6)	RBM24 RNPC6	236	RBM24_HUMAN
CAP2	P40123	reviewed	Adenylyl cyclase-associated protein 2 (CAP 2)	CAP2	477	CAP2_HUMAN
FAM8A1	Q9UBU6	reviewed	Protein FAM8A1 (Autosomal highly conserved protein)	FAM8A1 AHCP	413	FA8A1_HUMAN
NUP153	P49790	reviewed	Nuclear pore complex protein Nup153 (153 kDa nucleoporin) (Nucleoporin Nup153)	NUP153	1475	NU153_HUMAN
KIF13A	Q9H1H9	reviewed	Kinesin-like protein KIF13A (Kinesin-like protein RBKIN)	KIF13A RBKIN	1805	KI13A_HUMAN
NHLRC1	Q6VVB1	reviewed	E3 ubiquitin-protein ligase NHLRC1 (EC 2.3.2.27) (Malin) (NHL repeat-containing protein 1) (RING-type E3 ubiquitin transferase NHLRC1)	NHLRC1 EPM2B	395	NHLC1_HUMAN
TPMT	P51580	reviewed	Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase)	TPMT	245	TPMT_HUMAN
KDM1B	Q8NB78	reviewed	Lysine-specific histone demethylase 2 (EC 1.14.99.66) (Flavin-containing amine oxidase domain-containing protein 1) (Lysine-specific histone demethylase 1B)	KDM1B AOF1 C6orf193 LSD2	822	KDM1B_HUMAN
DEK	P35659	reviewed	Protein DEK	DEK	375	DEK_HUMAN
RNF144B	Q7Z419	reviewed	E3 ubiquitin-protein ligase RNF144B (EC 2.3.2.31) (IBR domain-containing protein 2) (RING finger protein 144B) (p53-inducible RING finger protein)	RNF144B IBRDC2 P53RFP	303	R144B_HUMAN
ID4	P47928	reviewed	DNA-binding protein inhibitor ID-4 (Class B basic helix-loop-helix protein 27) (bHLHb27) (Inhibitor of DNA binding 4) (Inhibitor of differentiation 4)	ID4 BHLHB27	161	ID4_HUMAN
MBOAT1	Q6ZNC8	reviewed	Membrane-bound glycerophospholipid O-acyltransferase 1 (EC 2.3.1.-) (1-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.23) (1-acylglycerophosphoethanolamine O-acyltransferase) (EC 2.3.1.n7) (1-acylglycerophosphoserine O-acyltransferase) (EC 2.3.1.n6) (Lysophosphatidylserine acyltransferase) (LPSAT) (Lyso-PS acyltransferase) (Lysophospholipid acyltransferase 1) (LPLAT 1) (Membrane-bound O-acyltransferase domain-containing protein 1) (O-acyltransferase domain-containing protein 1)	MBOAT1 OACT1	495	MBOA1_HUMAN
E2F3	O00716	reviewed	Transcription factor E2F3 (E2F-3)	E2F3 KIAA0075	465	E2F3_HUMAN
CDKAL1	Q5VV42	reviewed	Threonylcarbamoyladenosine tRNA methylthiotransferase (EC 2.8.4.5) (CDK5 regulatory subunit-associated protein 1-like 1) (tRNA-t(6)A37 methylthiotransferase)	CDKAL1	579	CDKAL_HUMAN
SOX4	Q06945	reviewed	Transcription factor SOX-4	SOX4	474	SOX4_HUMAN
PRL	P01236	reviewed	Prolactin (PRL)	PRL	227	PRL_HUMAN
PRL	P40424	reviewed	Pre-B-cell leukemia transcription factor 1 (Homeobox protein PBX1) (Homeobox protein PRL)	PBX1 PRL	430	PBX1_HUMAN
HDGFL1	Q5TGJ6	reviewed	Hepatoma-derived growth factor-like protein 1 (PWWP domain-containing protein 1)	HDGFL1 PWWP1	251	HDGL1_HUMAN
NRSN1	Q8IZ57	reviewed	Neurensin-1 (Neuro-p24) (Vesicular membrane protein of 24 kDa) (Vesicular membrane protein p24)	NRSN1 VMP	195	NRSN1_HUMAN
DCDC2	Q9UHG0	reviewed	Doublecortin domain-containing protein 2 (Protein RU2S)	DCDC2 KIAA1154 RU2	476	DCDC2_HUMAN
MRS2	Q9HD23	reviewed	Magnesium transporter MRS2 homolog, mitochondrial (MRS2-like protein)	MRS2 HPT MRS2L	443	MRS2_HUMAN
GPLD1	P80108	reviewed	Phosphatidylinositol-glycan-specific phospholipase D (PI-G PLD) (EC 3.1.4.50) (Glycoprotein phospholipase D) (Glycosyl-phosphatidylinositol-specific phospholipase D) (GPI-PLD) (GPI-specific phospholipase D)	GPLD1 PIGPLD1	840	PHLD_HUMAN
ALDH5A1	P51649	reviewed	Succinate-semialdehyde dehydrogenase, mitochondrial (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase)	ALDH5A1 SSADH	535	SSDH_HUMAN
KIAA0319	Q5VV43	reviewed	Dyslexia-associated protein KIAA0319	KIAA0319	1072	K0319_HUMAN
TDP2	O95551	reviewed	Tyrosyl-DNA phosphodiesterase 2 (Tyr-DNA phosphodiesterase 2) (hTDP2) (EC 3.1.4.-) (5'-tyrosyl-DNA phosphodiesterase) (5'-Tyr-DNA phosphodiesterase) (ETS1-associated protein 2) (ETS1-associated protein II) (EAPII) (TRAF and TNF receptor-associated protein) (Tyrosyl-RNA phosphodiesterase) (VPg unlinkase)	TDP2 EAP2 TTRAP AD-022	362	TYDP2_HUMAN
ACOT13	Q9NPJ3	reviewed	Acyl-coenzyme A thioesterase 13 (Acyl-CoA thioesterase 13) (EC 3.1.2.-) (Hotdog-fold thioesterase superfamily member 2) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2) (Thioesterase superfamily member 2) (THEM2) [Cleaved into: Acyl-coenzyme A thioesterase 13, N-terminally processed]	ACOT13 THEM2 HT012 PNAS-27	140	ACO13_HUMAN
C6orf62	Q9GZU0	reviewed	Uncharacterized protein C6orf62 (HBV X-transactivated gene 12 protein) (HBV XAg-transactivated protein 12)	C6orf62 XTP12 Nbla00237	229	CF062_HUMAN
GMNN	O75496	reviewed	Geminin	GMNN	209	GEMI_HUMAN
RIPOR2	Q9Y4F9	reviewed	Rho family-interacting cell polarization regulator 2	RIPOR2 C6orf32 DIFF48 FAM65B KIAA0386 PL48	1068	RIPR2_HUMAN
CMAHP	Q9Y471	reviewed	Inactive cytidine monophosphate-N-acetylneuraminic acid hydroxylase (CMP-NeuAc hydroxylase-like protein) (Cytidine monophosphate-N-acetylneuraminic acid hydroxylase pseudogene)	CMAHP CMAH	501	CMAH_HUMAN
CARMIL1	Q5VZK9	reviewed	F-actin-uncapping protein LRRC16A (CARMIL homolog) (Capping protein regulator and myosin 1 linker protein 1) (Capping protein, Arp2/3 and myosin-I linker homolog 1) (Capping protein, Arp2/3 and myosin-I linker protein 1) (Leucine-rich repeat-containing protein 16A)	CARMIL1 CARMIL LRRC16 LRRC16A	1371	CARL1_HUMAN
SCGN	O76038	reviewed	Secretagogin	SCGN SECRET	276	SEGN_HUMAN
H2AC1	Q96QV6	reviewed	Histone H2A type 1-A (H2A-clustered histone 1) (Histone H2A/r)	H2AC1 H2AFR HIST1H2AA	131	H2A1A_HUMAN
H2BC1	Q96A08	reviewed	Histone H2B type 1-A (Histone H2B, testis) (TSH2B.1) (hTSH2B) (Testis-specific histone H2B)	H2BC1 HIST1H2BA TSH2B	127	H2B1A_HUMAN
SLC17A4	Q9Y2C5	reviewed	Probable small intestine urate exporter (Solute carrier family 17 member 4)	SLC17A4	497	S17A4_HUMAN
SLC17A1	Q14916	reviewed	Sodium-dependent phosphate transport protein 1 (Na(+)/PI cotransporter 1) (Na/Pi-4) (Renal Na(+)-dependent phosphate cotransporter 1) (Renal sodium-dependent phosphate transport protein 1) (Renal sodium-phosphate transport protein 1) (Sodium/phosphate cotransporter 1) (Solute carrier family 17 member 1)	SLC17A1 NPT1	467	NPT1_HUMAN
SLC17A3	O00476	reviewed	Sodium-dependent phosphate transport protein 4 (Na(+)/PI cotransporter 4) (NPT4) (Sodium/phosphate cotransporter 4) (Solute carrier family 17 member 3)	SLC17A3 NPT4	420	NPT4_HUMAN
SLC17A2	O00624	reviewed	Sodium-dependent phosphate transport protein 3 (Na(+)/PI cotransporter 3) (Sodium/phosphate cotransporter 3) (Solute carrier family 17 member 2)	SLC17A2 NPT3	439	NPT3_HUMAN
